núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
372,2020,2,6,4,16,3,2,9,901,99,2,999,12,16,18,21,3
373,2020,2,7,5,10,2,1,1,102,99,1,24,3,3,5,78,3
374,2020,2,7,5,9,2,1,1,110,99,1,42,7,7,9,78,3
375,2020,2,7,5,9,2,1,10,1005,99,1,40,7,7,9,21,3
376,2020,2,7,5,16,3,2,11,1108,99,1,999,12,16,18,81,3
377,2020,2,7,5,15,3,2,9,901,99,1,37,6,6,8,21,3
378,2020,2,7,5,18,4,3,2,203,99,1,23,3,3,5,21,3
379,2020,2,7,5,19,4,3,18,1802,99,2,32,5,5,7,81,3
380,2020,2,7,5,17,3,2,3,301,99,1,999,12,16,18,33,3
381,2020,2,8,6,8,2,1,1,101,18,1,44,7,7,9,81,3
382,2020,2,8,6,22,4,3,1,101,12,1,49,8,8,10,81,3
383,2020,2,8,6,8,2,1,1,101,11,1,28,4,4,6,20,3
384,2020,2,8,6,8,2,1,1,114,99,1,26,4,4,6,19,3
385,2020,2,8,6,14,3,2,6,613,99,2,999,12,16,18,21,3
386,2020,2,8,6,12,3,2,2,203,99,1,44,7,7,9,21,3
387,2020,2,8,6,17,3,2,7,710,99,2,59,10,10,12,81,3
388,2020,2,9,7,15,3,2,5,501,99,2,999,12,16,18,20,3
389,2020,2,9,7,9,2,1,6,601,99,2,999,12,16,18,19,3
390,2020,2,10,1,20,4,3,1,101,6,1,999,12,16,18,20,3
391,2020,2,10,1,7,2,1,1,101,10,1,22,3,3,5,20,3
392,2020,2,10,1,9,2,1,1,115,99,1,38,6,6,8,20,3
393,2020,2,10,1,13,3,2,6,609,99,2,999,12,16,18,19,3
394,2020,2,10,1,17,3,2,8,801,99,1,35,6,6,8,20,3
395,2020,2,10,1,9,2,1,18,1801,99,1,999,12,16,18,21,3
396,2020,2,10,1,15,3,2,4,416,99,1,46,8,8,10,19,3
397,2020,2,11,2,13,3,2,12,1215,99,2,29,4,4,6,19,3
398,2020,2,12,3,7,2,1,18,1801,99,1,23,3,3,5,20,3
399,2020,2,12,3,7,2,1,18,1801,99,2,30,5,5,7,20,3
400,2020,2,12,3,19,4,3,18,1804,99,1,37,6,6,8,20,3
401,2020,2,13,4,19,4,3,1,101,18,1,21,3,3,5,21,3
402,2020,2,13,4,3,1,1,9,924,99,2,999,12,16,18,81,3
403,2020,2,13,4,8,2,1,9,901,99,2,999,12,16,18,21,3
404,2020,2,15,6,18,4,3,9,901,99,2,999,12,16,18,81,3
405,2020,2,16,7,8,2,1,1,108,99,1,26,4,4,6,20,3
406,2020,2,16,7,15,3,2,18,1801,99,1,999,12,16,18,20,3
407,2020,2,16,7,18,4,3,4,416,99,1,33,5,5,7,19,3
408,2020,2,17,1,2,1,1,1,101,12,1,999,12,16,18,21,3
409,2020,2,17,1,7,2,1,1,102,99,1,29,4,4,6,20,3
410,2020,2,17,1,8,2,1,1,101,10,1,44,7,7,9,20,3
411,2020,2,17,1,8,2,1,1,101,16,2,32,5,5,7,19,3
412,2020,2,17,1,19,4,3,1,113,99,2,40,7,7,9,81,3
413,2020,2,17,1,19,4,3,1,103,99,1,36,6,6,8,21,3
414,2020,2,17,1,8,2,1,1,101,7,1,17,2,2,4,20,3
415,2020,2,17,1,15,3,2,15,1503,99,2,41,7,7,9,19,3
416,2020,2,17,1,0,1,1,14,1406,99,2,45,8,8,10,81,3
417,2020,2,17,1,7,2,1,4,411,99,1,48,8,8,10,20,3
418,2020,2,18,2,4,1,1,20,2009,99,1,30,5,5,7,20,3
419,2020,2,18,2,20,4,3,15,1501,99,1,14,1,1,3,20,3
420,2020,2,18,2,23,4,3,2,206,99,2,28,4,4,6,19,3
421,2020,2,18,2,14,3,2,2,203,99,2,50,9,9,11,20,3
422,2020,2,18,2,9,2,1,18,1802,99,1,42,7,7,9,19,3
423,2020,2,19,3,21,4,3,1,105,99,1,30,5,5,7,20,3
424,2020,2,19,3,15,3,2,19,1904,99,1,39,6,6,8,20,3
425,2020,2,19,3,20,4,3,11,1101,99,1,44,7,7,9,20,3
426,2020,2,20,4,11,2,1,1,115,99,1,51,9,9,11,21,3
427,2020,2,20,4,9,2,1,1,110,99,2,26,4,4,6,20,3
428,2020,2,20,4,11,2,1,9,901,99,1,999,12,16,18,81,3
429,2020,2,20,4,5,1,1,13,1326,99,1,999,12,16,18,21,3
430,2020,2,21,5,5,1,1,13,1326,99,1,30,5,5,7,20,3
431,2020,2,21,5,21,4,3,4,401,99,1,34,5,5,7,19,3
432,2020,2,22,6,9,2,1,1,101,18,2,40,7,7,9,21,3
433,2020,2,22,6,11,2,1,1,116,99,1,26,4,4,6,81,3
434,2020,2,22,6,10,2,1,5,507,99,1,26,4,4,6,20,3
435,2020,2,22,6,21,4,3,12,1207,99,1,25,4,4,6,21,3
436,2020,2,22,6,23,4,3,13,1301,99,1,25,4,4,6,81,3
437,2020,2,22,6,18,4,3,16,1607,99,1,999,12,16,18,21,3
438,2020,2,22,6,1,1,1,14,1418,99,1,28,4,4,6,81,3
439,2020,2,23,7,15,3,2,1,101,3,1,57,10,10,12,20,3
440,2020,2,23,7,4,1,1,1,104,99,2,33,5,5,7,81,3
441,2020,2,23,7,14,3,2,1,102,99,1,27,4,4,6,20,3
442,2020,2,23,7,14,3,2,1,102,99,1,27,4,4,6,21,3
443,2020,2,23,7,9,2,1,20,2001,99,2,999,12,16,18,81,3
444,2020,2,23,7,4,1,1,9,920,99,1,56,10,10,12,81,3
445,2020,2,23,7,13,3,2,15,1501,99,2,999,12,16,18,21,3
446,2020,2,23,7,8,2,1,18,1801,99,2,47,8,8,10,21,3
447,2020,2,23,7,10,2,1,3,304,99,1,999,12,16,18,21,3
448,2020,2,24,1,7,2,1,1,101,1,1,999,12,16,18,21,3
449,2020,2,24,1,20,4,3,1,115,99,1,23,3,3,5,21,3
450,2020,2,24,1,15,3,2,1,108,99,1,999,12,16,18,33,3
451,2020,2,24,1,11,2,1,11,1101,99,1,30,5,5,7,21,3
452,2020,2,24,1,12,3,2,9,920,99,2,999,12,16,18,21,3
453,2020,2,24,1,14,3,2,9,922,99,2,999,12,16,18,81,3
454,2020,2,24,1,13,3,2,12,1217,99,1,50,9,9,11,21,3
455,2020,2,24,1,20,4,3,13,1327,99,1,999,12,16,18,81,3
456,2020,2,24,1,7,2,1,16,1604,99,2,999,12,16,18,21,3
457,2020,2,24,1,11,2,1,16,1604,99,1,39,6,6,8,19,3
458,2020,2,25,2,4,1,1,9,920,99,1,56,10,10,12,81,3
459,2020,2,25,2,16,3,2,17,1709,99,1,999,12,16,18,21,3
460,2020,2,25,2,17,3,2,14,1413,99,2,42,7,7,9,81,3
461,2020,2,26,3,13,3,2,1,103,99,2,45,8,8,10,81,3
462,2020,2,26,3,9,2,1,1,111,99,1,999,12,16,18,19,3
463,2020,2,26,3,12,3,2,1,108,99,1,44,7,7,9,81,3
464,2020,2,26,3,18,4,3,1,108,99,1,23,3,3,5,81,3
465,2020,2,26,3,9,2,1,5,502,99,1,42,7,7,9,21,3
466,2020,2,26,3,12,3,2,9,911,99,1,24,3,3,5,21,3
467,2020,2,26,3,2,1,1,13,1301,99,1,54,9,9,11,21,3
468,2020,2,26,3,14,3,2,13,1317,99,1,999,12,16,18,21,3
469,2020,2,26,3,18,4,3,2,207,99,2,34,5,5,7,20,3
470,2020,2,26,3,6,2,1,4,406,99,1,67,11,12,14,33,3
471,2020,2,27,4,5,1,1,1,101,2,1,31,5,5,7,20,3
472,2020,2,27,4,11,2,1,1,115,99,2,52,9,9,11,20,3
473,2020,2,27,4,9,2,1,1,111,99,1,999,12,16,18,19,3
474,2020,2,27,4,7,2,1,22,2201,99,1,30,5,5,7,81,3
475,2020,2,27,4,7,2,1,20,2001,99,1,999,12,16,18,19,3
476,2020,2,27,4,20,4,3,12,1212,99,1,48,8,8,10,81,3
477,2020,2,27,4,9,2,1,3,301,99,1,45,8,8,10,20,3
478,2020,2,28,5,15,3,2,5,501,99,1,999,12,16,18,81,3
479,2020,2,28,5,4,1,1,5,501,99,1,999,12,16,18,81,3
480,2020,2,28,5,4,1,1,5,506,99,1,36,6,6,8,19,3
481,2020,2,28,5,5,1,1,11,1101,99,1,999,12,16,18,20,3
482,2020,2,28,5,18,4,3,17,1713,99,1,32,5,5,7,81,3
483,2020,2,29,6,6,2,1,1,108,99,1,38,6,6,8,20,3
484,2020,3,1,7,5,1,1,1,101,15,1,30,5,5,7,20,3
485,2020,3,1,7,11,2,1,1,113,99,2,27,4,4,6,19,3
486,2020,3,1,7,16,3,2,1,113,99,1,59,10,10,12,20,3
487,2020,3,1,7,23,4,3,1,115,99,1,29,4,4,6,19,3
488,2020,3,1,7,0,1,1,12,1202,99,1,33,5,5,7,20,3
489,2020,3,1,7,17,3,2,13,1313,99,1,999,12,16,18,20,3
490,2020,3,2,1,2,1,1,20,2007,99,1,23,3,3,5,20,3
491,2020,3,3,2,18,4,3,1,103,99,2,24,3,3,5,19,3
492,2020,3,3,2,17,3,2,10,1004,99,2,54,9,9,11,19,3
493,2020,3,4,3,22,4,3,1,108,99,2,28,4,4,6,20,3
494,2020,3,4,3,21,4,3,1,108,99,1,30,5,5,7,20,3
495,2020,3,4,3,12,3,2,19,1901,99,1,30,5,5,7,19,3
496,2020,3,4,3,17,3,2,15,1501,99,1,45,8,8,10,20,3
497,2020,3,4,3,21,4,3,7,718,99,1,47,8,8,10,20,3
498,2020,3,4,3,22,4,3,4,401,99,1,27,4,4,6,20,3
499,2020,3,5,4,14,3,2,1,115,99,1,21,3,3,5,20,3
500,2020,3,5,4,1,1,1,10,1002,99,2,19,2,2,4,20,3
501,2020,3,5,4,18,4,3,13,1306,99,2,999,12,16,18,81,3
502,2020,3,6,5,4,1,1,1,101,1,1,43,7,7,9,21,3
503,2020,3,6,5,18,4,3,1,108,99,2,31,5,5,7,21,3
504,2020,3,6,5,12,3,2,10,1017,99,2,999,12,16,18,20,3
505,2020,3,6,5,14,3,2,18,1801,99,2,35,6,6,8,81,3
506,2020,3,7,6,21,4,3,1,101,6,2,28,4,4,6,81,3
507,2020,3,7,6,11,2,1,1,114,99,2,33,5,5,7,21,3
508,2020,3,7,6,19,4,3,5,504,99,1,22,3,3,5,20,3
509,2020,3,7,6,11,2,1,11,1102,99,1,34,5,5,7,21,3
510,2020,3,7,6,16,3,2,13,1314,99,1,32,5,5,7,81,3
511,2020,3,8,7,9,2,1,1,101,9,1,999,12,16,18,33,3
512,2020,3,8,7,15,3,2,1,101,1,1,38,6,6,8,19,3
513,2020,3,8,7,9,2,1,1,103,99,2,42,7,7,9,81,3
514,2020,3,8,7,16,3,2,13,1301,99,2,49,8,8,10,81,3
515,2020,3,8,7,0,1,1,16,1612,99,1,25,4,4,6,21,3
516,2020,3,8,7,19,4,3,3,309,99,1,31,5,5,7,19,3
517,2020,3,9,1,15,3,2,1,101,9,1,42,7,7,9,21,3
518,2020,3,9,1,9,2,1,1,101,9,1,42,7,7,9,21,3
519,2020,3,9,1,23,4,3,9,901,99,1,36,6,6,8,21,3
520,2020,3,9,1,15,3,2,17,1708,99,2,56,10,10,12,19,3
521,2020,3,10,2,9,2,1,1,114,99,2,29,4,4,6,19,3
522,2020,3,10,2,23,4,3,19,1901,99,1,39,6,6,8,81,3
523,2020,3,10,2,20,4,3,11,1106,99,1,34,5,5,7,81,3
524,2020,3,11,3,10,2,1,1,101,17,2,21,3,3,5,81,3
525,2020,3,11,3,15,3,2,1,105,99,1,63,11,11,13,81,3
526,2020,3,11,3,15,3,2,1,101,7,1,25,4,4,6,21,3
527,2020,3,11,3,13,3,2,1,101,11,1,59,10,10,12,21,3
528,2020,3,11,3,14,3,2,1,101,11,1,27,4,4,6,21,3
529,2020,3,11,3,19,4,3,1,101,11,1,49,8,8,10,21,3
530,2020,3,11,3,5,1,1,1,108,99,1,19,2,2,4,21,3
531,2020,3,11,3,9,2,1,22,2212,99,1,36,6,6,8,21,3
532,2020,3,11,3,15,3,2,10,1012,99,1,39,6,6,8,81,3
533,2020,3,11,3,9,2,1,9,920,99,2,42,7,7,9,21,3
534,2020,3,13,5,6,2,1,1,101,8,2,35,6,6,8,19,3
535,2020,3,13,5,5,1,1,1,101,4,1,31,5,5,7,20,3
536,2020,3,13,5,15,3,2,1,103,99,1,81,11,15,17,19,3
537,2020,3,13,5,6,2,1,1,101,7,2,999,12,16,18,21,3
538,2020,3,13,5,9,2,1,1,114,99,1,29,4,4,6,20,3
539,2020,3,13,5,15,3,2,1,108,99,1,999,12,16,18,20,3
540,2020,3,14,6,10,2,1,1,101,12,1,54,9,9,11,35,3
541,2020,3,14,6,19,4,3,22,2201,99,1,32,5,5,7,19,3
542,2020,3,14,6,1,1,1,9,920,99,1,999,12,16,18,20,3
543,2020,3,15,7,12,3,2,22,2201,99,2,31,5,5,7,20,3
544,2020,3,15,7,3,1,1,16,1613,99,1,30,5,5,7,19,3
545,2020,3,15,7,10,2,1,3,308,99,1,999,12,16,18,33,3
546,2020,3,16,1,11,2,1,1,101,6,1,56,10,10,12,20,3
547,2020,3,16,1,19,4,3,1,101,10,1,30,5,5,7,19,3
548,2020,3,16,1,21,4,3,1,101,11,1,83,11,15,17,19,3
549,2020,3,16,1,19,4,3,5,501,99,1,29,4,4,6,19,3
550,2020,3,16,1,22,4,3,10,1010,99,1,999,12,16,18,20,3
551,2020,3,16,1,15,3,2,16,1601,99,1,999,12,16,18,19,3
552,2020,3,17,2,14,3,2,13,1313,99,1,999,12,16,18,20,3
553,2020,3,17,2,20,4,3,2,207,99,1,22,3,3,5,20,3
554,2020,3,17,2,3,1,1,17,1703,99,2,31,5,5,7,19,3
555,2020,3,19,4,16,3,2,1,101,12,1,52,9,9,11,20,3
556,2020,3,20,5,15,3,2,1,101,6,1,999,12,16,18,21,3
557,2020,3,20,5,16,3,2,1,101,7,1,42,7,7,9,19,3
558,2020,3,20,5,2,1,1,1,117,99,1,40,7,7,9,19,3
559,2020,3,20,5,15,3,2,5,501,99,1,999,12,16,18,21,3
560,2020,3,20,5,10,2,1,4,401,99,1,40,7,7,9,35,3
561,2020,3,20,5,0,1,1,5,514,99,1,17,2,2,4,20,3
562,2020,3,21,6,10,2,1,17,1707,99,1,32,5,5,7,19,3
563,2020,3,22,7,13,3,2,1,114,99,1,999,12,16,18,21,3
564,2020,3,23,1,10,2,1,1,101,5,1,38,6,6,8,19,3
565,2020,3,23,1,9,2,1,1,101,13,1,58,10,10,12,21,3
566,2020,3,23,1,20,4,3,1,114,99,1,68,11,12,14,81,3
567,2020,3,23,1,12,3,2,11,1101,99,2,999,12,16,18,81,3
568,2020,3,24,2,6,2,1,1,108,99,1,54,9,9,11,21,3
569,2020,3,26,4,22,4,3,5,501,99,1,28,4,4,6,21,3
570,2020,3,27,5,7,2,1,1,101,15,2,56,10,10,12,20,3
571,2020,3,28,6,11,2,1,1,101,6,1,999,12,16,18,19,3
572,2020,3,29,7,15,3,2,1,105,99,1,26,4,4,6,19,3
573,2020,3,29,7,12,3,2,1,101,7,1,41,7,7,9,19,3
574,2020,3,30,1,10,2,1,1,115,99,1,43,7,7,9,20,3
575,2020,4,1,3,12,3,2,18,1804,99,2,24,3,3,5,20,3
576,2020,4,1,3,9,2,1,14,1402,99,1,43,7,7,9,21,3
577,2020,4,2,4,8,2,1,17,1712,99,2,30,5,5,7,27,3
578,2020,4,4,6,6,2,1,1,103,99,1,29,4,4,6,20,3
579,2020,4,4,6,6,2,1,1,114,99,1,33,5,5,7,20,3
580,2020,4,4,6,8,2,1,1,117,99,1,34,5,5,7,20,3
581,2020,4,4,6,23,4,3,3,308,99,1,36,6,6,8,19,3
582,2020,4,5,7,6,2,1,1,101,1,1,77,11,14,16,20,3
583,2020,4,5,7,9,2,1,1,101,6,1,42,7,7,9,20,3
584,2020,4,5,7,10,2,1,1,101,11,1,34,5,5,7,20,3
585,2020,4,5,7,14,3,2,1,108,99,1,36,6,6,8,20,3
586,2020,4,5,7,10,2,1,5,504,99,1,24,3,3,5,20,3
587,2020,4,5,7,16,3,2,9,917,99,1,36,6,6,8,19,3
588,2020,4,5,7,22,4,3,18,1801,99,1,39,6,6,8,20,3
589,2020,4,7,2,8,2,1,1,101,9,1,999,12,16,18,20,3
590,2020,4,7,2,16,3,2,1,101,18,1,34,5,5,7,81,3
591,2020,4,7,2,6,2,1,1,101,12,2,41,7,7,9,20,3
592,2020,4,7,2,11,2,1,1,110,99,2,36,6,6,8,20,3
593,2020,4,7,2,9,2,1,1,110,99,1,65,11,12,14,20,3
594,2020,4,8,3,7,2,1,1,108,99,1,52,9,9,11,20,3
595,2020,4,8,3,7,2,1,1,108,99,2,29,4,4,6,20,3
596,2020,4,8,3,16,3,2,9,901,99,1,999,12,16,18,20,3
597,2020,4,9,4,10,2,1,5,501,99,1,67,11,12,14,21,3
598,2020,4,9,4,14,3,2,4,406,99,1,46,8,8,10,19,3
599,2020,4,10,5,23,4,3,1,102,99,1,54,9,9,11,19,3
600,2020,4,10,5,8,2,1,1,101,5,1,46,8,8,10,19,3
601,2020,4,10,5,5,1,1,17,1703,99,1,999,12,16,18,21,3
602,2020,4,12,7,5,1,1,1,101,3,1,30,5,5,7,20,3
603,2020,4,12,7,8,2,1,1,110,99,1,27,4,4,6,20,3
604,2020,4,12,7,0,1,1,16,1616,99,2,33,5,5,7,81,3
605,2020,4,12,7,7,2,1,16,1607,99,2,46,8,8,10,81,3
606,2020,4,13,1,19,4,3,4,401,99,1,999,12,16,18,21,3
607,2020,4,14,2,10,2,1,1,101,2,1,20,3,3,5,21,3
608,2020,4,14,2,5,1,1,1,116,99,1,40,7,7,9,19,3
609,2020,4,14,2,8,2,1,1,111,99,1,31,5,5,7,20,3
610,2020,4,14,2,9,2,1,9,920,99,1,999,12,16,18,21,3
611,2020,4,14,2,17,3,2,4,403,99,1,999,12,16,18,21,3
612,2020,4,15,3,7,2,1,1,113,99,1,999,12,16,18,19,3
613,2020,4,16,4,11,2,1,12,1202,99,1,999,12,16,18,21,3
614,2020,4,16,4,11,2,1,4,401,99,1,999,12,16,18,21,3
615,2020,4,17,5,10,2,1,1,115,99,1,26,4,4,6,21,3
616,2020,4,17,5,21,4,3,1,117,99,1,32,5,5,7,19,3
617,2020,4,17,5,23,4,3,9,924,99,2,38,6,6,8,21,3
618,2020,4,17,5,13,3,2,16,1601,99,2,55,10,10,12,81,3
619,2020,4,17,5,11,2,1,18,1804,99,2,29,4,4,6,20,3
620,2020,4,17,5,12,3,2,7,716,99,2,27,4,4,6,81,3
621,2020,4,18,6,8,2,1,1,101,9,2,42,7,7,9,21,3
622,2020,4,18,6,6,2,1,11,1101,99,1,52,9,9,11,21,3
623,2020,4,19,7,6,2,1,1,104,99,1,47,8,8,10,21,3
624,2020,4,20,1,12,3,2,1,115,99,2,46,8,8,10,27,3
625,2020,4,21,2,11,2,1,4,401,99,1,46,8,8,10,19,3
626,2020,4,22,3,14,3,2,9,901,99,2,47,8,8,10,20,3
627,2020,4,23,4,11,2,1,12,1202,99,1,39,6,6,8,21,3
628,2020,4,23,4,2,1,1,18,1801,99,1,999,12,16,18,20,3
629,2020,4,23,4,9,2,1,14,1401,99,2,28,4,4,6,20,3
630,2020,4,24,5,14,3,2,1,115,99,2,35,6,6,8,20,3
631,2020,4,24,5,17,3,2,1,110,99,1,17,2,2,4,20,3
632,2020,4,24,5,6,2,1,18,1801,99,1,24,3,3,5,20,3
633,2020,4,25,6,20,4,3,1,107,99,1,38,6,6,8,19,3
634,2020,4,25,6,16,3,2,1,114,99,1,999,12,16,18,21,3
635,2020,4,25,6,10,2,1,1,115,99,1,37,6,6,8,20,3
636,2020,4,25,6,9,2,1,1,110,99,1,40,7,7,9,20,3
637,2020,4,25,6,7,2,1,1,108,99,1,23,3,3,5,20,3
638,2020,4,25,6,5,1,1,16,1613,99,1,999,12,16,18,20,3
639,2020,4,27,1,8,2,1,1,101,9,1,38,6,6,8,20,3
640,2020,4,27,1,9,2,1,1,101,18,2,33,5,5,7,20,3
641,2020,4,27,1,12,3,2,1,101,7,2,35,6,6,8,19,3
642,2020,4,27,1,9,2,1,5,509,99,1,39,6,6,8,19,3
643,2020,4,27,1,18,4,3,10,1009,99,1,30,5,5,7,19,3
644,2020,4,27,1,0,1,1,11,1101,99,1,28,4,4,6,20,3
645,2020,4,27,1,13,3,2,3,301,99,1,23,3,3,5,20,3
646,2020,4,28,2,11,2,1,1,108,99,1,39,6,6,8,20,3
647,2020,4,28,2,10,2,1,17,1706,99,1,46,8,8,10,19,3
648,2020,4,29,3,12,3,2,1,101,1,1,999,12,16,18,81,3
649,2020,4,29,3,15,3,2,1,110,99,1,29,4,4,6,20,3
650,2020,4,29,3,15,3,2,1,101,19,1,33,5,5,7,20,3
651,2020,4,30,4,14,3,2,7,710,99,1,999,12,16,18,21,3
652,2020,1,1,3,1,1,1,2,207,99,2,31,5,5,7,30,3
653,2020,1,1,3,16,3,2,17,1705,99,2,16,2,2,4,30,3
654,2020,1,1,3,23,4,3,3,312,99,1,20,3,3,5,30,3
655,2020,1,2,4,18,4,3,1,101,1,1,23,3,3,5,30,3
656,2020,1,2,4,21,4,3,1,114,99,1,999,12,16,18,30,3
657,2020,1,2,4,11,2,1,4,401,99,1,21,3,3,5,30,3
658,2020,1,3,5,14,3,2,21,2101,99,2,29,4,4,6,30,3
659,2020,1,3,5,12,3,2,5,501,99,2,41,7,7,9,30,3
660,2020,1,3,5,19,4,3,10,1020,99,1,17,2,2,4,30,3
661,2020,1,3,5,9,2,1,3,307,99,1,999,12,16,18,30,3
662,2020,1,4,6,17,3,2,1,101,9,1,18,2,2,4,30,3
663,2020,1,4,6,20,4,3,5,501,99,1,999,12,16,18,30,3
664,2020,1,4,6,19,4,3,4,401,99,1,41,7,7,9,30,3
665,2020,1,6,1,9,2,1,9,901,99,2,23,3,3,5,30,3
666,2020,1,6,1,11,2,1,9,901,99,2,19,2,2,4,30,3
667,2020,1,7,2,20,4,3,5,501,99,2,27,4,4,6,30,3
668,2020,1,7,2,16,3,2,5,501,99,1,999,12,16,18,30,3
669,2020,1,7,2,13,3,2,11,1101,99,2,14,1,1,3,30,3
670,2020,1,7,2,20,4,3,9,902,99,2,999,12,16,18,30,3
671,2020,1,8,3,16,3,2,1,101,7,1,21,3,3,5,30,3
672,2020,1,8,3,20,4,3,9,901,99,2,999,12,16,18,30,3
673,2020,1,9,4,9,2,1,16,1601,99,2,25,4,4,6,30,3
674,2020,1,11,6,18,4,3,1,101,1,1,33,5,5,7,30,3
675,2020,1,12,7,11,2,1,1,101,1,1,25,4,4,6,30,3
676,2020,1,12,7,0,1,1,11,1101,99,1,20,3,3,5,30,3
677,2020,1,13,1,7,2,1,1,101,1,2,21,3,3,5,30,3
678,2020,1,13,1,10,2,1,13,1305,99,2,49,8,8,10,30,3
679,2020,1,13,1,11,2,1,11,1101,99,2,999,12,16,18,30,3
680,2020,1,14,2,15,3,2,1,101,1,2,37,6,6,8,30,3
681,2020,1,15,3,16,3,2,1,115,99,2,38,6,6,8,30,3
682,2020,1,15,3,15,3,2,1,108,99,2,39,6,6,8,30,3
683,2020,1,16,4,18,4,3,9,914,99,2,33,5,5,7,30,3
684,2020,1,17,5,14,3,2,1,101,9,2,35,6,6,8,30,3
685,2020,1,17,5,20,4,3,1,101,12,1,999,12,16,18,30,3
686,2020,1,17,5,5,1,1,10,1010,99,1,999,12,16,18,30,3
687,2020,1,17,5,16,3,2,17,1703,99,1,999,12,16,18,30,3
688,2020,1,18,6,14,3,2,1,101,9,1,19,2,2,4,30,3
689,2020,1,18,6,13,3,2,1,101,19,2,19,2,2,4,30,3
690,2020,1,18,6,11,2,1,1,108,99,1,999,12,16,18,30,3
691,2020,1,18,6,0,1,1,11,1101,99,1,28,4,4,6,30,3
692,2020,1,18,6,17,3,2,17,1705,99,2,999,12,16,18,30,3
693,2020,1,19,7,14,3,2,1,101,18,2,15,2,2,4,30,3
694,2020,1,19,7,0,1,1,1,101,12,1,999,12,16,18,30,3
695,2020,1,19,7,12,3,2,22,2201,99,2,34,5,5,7,30,3
696,2020,1,19,7,13,3,2,16,1601,99,1,13,1,1,3,30,3
697,2020,1,19,7,2,1,1,18,1801,99,2,39,6,6,8,30,3
698,2020,1,20,1,12,3,2,5,501,99,2,25,4,4,6,30,3
699,2020,1,20,1,13,3,2,5,501,99,1,32,5,5,7,30,3
700,2020,1,20,1,99,5,4,5,507,99,1,65,11,12,14,30,3
701,2020,1,20,1,17,3,2,3,301,99,2,30,5,5,7,30,3
702,2020,1,21,2,22,4,3,1,101,5,1,16,2,2,4,30,3
703,2020,1,21,2,12,3,2,5,501,99,1,28,4,4,6,30,3
704,2020,1,22,3,10,2,1,17,1703,99,1,28,4,4,6,30,3
705,2020,1,23,4,18,4,3,1,101,6,2,48,8,8,10,30,3
706,2020,1,23,4,20,4,3,1,101,14,1,28,4,4,6,30,3
707,2020,1,23,4,22,4,3,1,115,99,2,19,2,2,4,30,3
708,2020,1,24,5,14,3,2,11,1101,99,2,22,3,3,5,30,3
709,2020,1,25,6,18,4,3,22,2201,99,1,17,2,2,4,30,3
710,2020,1,25,6,12,3,2,5,501,99,1,30,5,5,7,30,3
711,2020,1,25,6,20,4,3,6,614,99,1,999,12,16,18,30,3
712,2020,1,25,6,13,3,2,16,1616,99,1,17,2,2,4,30,3
713,2020,1,26,7,13,3,2,1,101,1,2,68,11,12,14,30,3
714,2020,1,26,7,13,3,2,22,2201,99,1,17,2,2,4,30,3
715,2020,1,26,7,19,4,3,12,1204,99,2,24,3,3,5,30,3
716,2020,1,26,7,5,1,1,6,602,99,2,22,3,3,5,30,3
717,2020,1,26,7,5,1,1,6,602,99,2,29,4,4,6,30,3
718,2020,1,26,7,5,1,1,6,602,99,2,19,2,2,4,30,3
719,2020,1,26,7,5,1,1,6,602,99,2,23,3,3,5,30,3
720,2020,1,27,1,9,2,1,1,101,2,2,18,2,2,4,30,3
721,2020,1,30,4,20,4,3,1,114,99,2,21,3,3,5,30,3
722,2020,1,31,5,19,4,3,1,101,7,1,999,12,16,18,30,3
723,2020,1,31,5,23,4,3,3,308,99,1,30,5,5,7,30,3
724,2020,2,1,6,6,2,1,1,101,2,1,38,6,6,8,30,3
725,2020,2,2,7,19,4,3,1,108,99,1,30,5,5,7,30,3
726,2020,2,2,7,11,2,1,13,1302,99,2,999,12,16,18,30,3
727,2020,2,2,7,10,2,1,11,1105,99,2,30,5,5,7,30,3
728,2020,2,2,7,0,1,1,9,920,99,1,19,2,2,4,80,3
729,2020,2,2,7,11,2,1,9,917,99,2,33,5,5,7,30,3
730,2020,2,2,7,15,3,2,9,901,99,1,22,3,3,5,30,3
731,2020,2,3,1,0,1,1,3,302,99,1,19,2,2,4,30,3
732,2020,2,4,2,15,3,2,9,920,99,1,75,11,14,16,30,3
733,2020,2,5,3,21,4,3,1,101,11,2,21,3,3,5,30,3
734,2020,2,5,3,4,1,1,1,110,99,2,19,2,2,4,30,3
735,2020,2,6,4,12,3,2,14,1413,99,2,24,3,3,5,30,3
736,2020,2,7,5,19,4,3,16,1610,99,1,19,2,2,4,30,3
737,2020,2,8,6,19,4,3,1,101,1,2,23,3,3,5,80,3
738,2020,2,8,6,22,4,3,1,101,21,1,30,5,5,7,30,3
739,2020,2,8,6,19,4,3,1,116,99,1,41,7,7,9,30,3
740,2020,2,8,6,2,1,1,11,1101,99,2,50,9,9,11,30,3
741,2020,2,8,6,17,3,2,16,1601,99,2,44,7,7,9,80,3
742,2020,2,8,6,17,3,2,17,1702,99,1,22,3,3,5,30,3
